user_id,num_topics,tweets_per_day,delta_following_changes,delta_followers_changes,delta_bio_changes,activity_level,kmeans_cluster,pca1,pca2
@PriorConsults,9,2.828125,-2,56,0,medium,0,0.4470469996063662,0.5904854631683092
@fionapettit71,9,1.4893617021276595,37,18,0,medium,0,0.47233904984844427,0.4877344498483046
@CoinHDMedia,9,12.0,0,0,0,high,0,0.5664747056002185,1.148701620367728
@researchhires,9,4.047619047619048,0,47,0,medium,0,0.4658816768313073,0.6631963823827298
@ferozwala,9,14.77777777777778,-2,194,0,high,0,1.059819605969723,1.0737704380839272
@dqc1985,9,42.5,-1,13,0,high,3,1.376215281117009,2.7845784545428205
@twisted_eagle,9,4.0,3,-8,0,medium,0,0.3540227189050411,0.7197576747126975
@SevenXtrem68,9,19.22222222222222,17,-12,0,high,3,0.7884151658027426,1.520624655526143
@AlexanderA54129,9,1.654867256637168,0,0,0,medium,0,0.3003288681864242,0.5892865383104097
@Shaco_Ai,9,22.714285714285715,-2,25,0,high,3,0.89005911107194,1.7024258237418406
@DianneS31066,9,5.636363636363637,0,0,0,high,0,0.4027595198203668,0.8045867359231065
@DonovanSea9133,9,3.0,0,0,0,medium,0,0.3349346571401425,0.6620248552246204
@ai_shopper,9,122.0,0,4,0,high,10,3.4052592923313316,7.092251604695783
@SnoopysSopwith,9,7.391304347826087,26,8,0,high,0,0.5614864629133534,0.8399008351129561
@alfonso73202912,9,41.66666666666666,-5,-1,0,high,3,1.3090487912902664,2.7637554294223157
@acemaxx,9,10.85,0,72,0,high,0,0.6962009326847621,1.0015265312430162
@Deccan_Daily,9,1.875,1,2,0,medium,0,0.3141050522798493,0.5969009461182857
@Yeesuus92,9,36.2,0,2,0,high,3,1.193485499791293,2.454960571819788
@stockse_,9,5.733333333333333,0,14,0,high,0,0.4362315412910726,0.7933048275537159
@AVarchavsky,9,2.542372881355932,0,0,0,medium,0,0.32316143433708777,0.6372785790309031
@statpro_ai,9,1.3785714285714286,0,-13,0,medium,0,0.2644560474278052,0.5896909535592687
@Entheos_11,9,2.2564102564102564,-2,-36,0,medium,0,0.22877347640809764,0.6681664380749285
@TVivlia,9,9.75,0,23,0,high,0,0.5594809948559858,0.9998832886332162
@BAMBossie81,9,2.595238095238096,-3,33,0,medium,0,0.3864767225685352,0.6069697172084484
@zismo64,9,10.0,-8,13,0,high,0,0.5142854449529792,1.0406342109076514
@EnglishSalar,9,12.142857142857142,0,9,0,high,0,0.5900639319575806,1.1458030716885415
@techday,9,2.833333333333333,111,-1,0,medium,0,0.7377545545870418,0.44012715070590497
@nadeemtanoli11,9,5.583333333333333,22,3,0,high,0,0.4891597765876751,0.7557505095336486
@yourememberkobe,9,1.9615384615384608,0,237,0,medium,0,0.8326201683492396,0.32611565749890464
Max@TopDomains,9,4.918367346938775,0,0,0,medium,0,0.38428786474841264,0.7657609457539902
@poordad00,8,1.029126213592233,20,21,0,medium,0,0.27919242293772745,0.3221439401494884
@Motor_City_DET,8,2.789473684210526,40,93,0,medium,0,0.5575436178183717,0.29377608845987263
@thewild_news,8,2.4761904761904763,28,4,0,medium,0,0.3083058260955249,0.4050328308071892
@bspence5,8,6.7368421052631575,-2,-1,0,high,0,0.29622776759874475,0.6991859495867521
@DGBoudreau,8,6.529411764705882,538,112,0,high,7,2.5322105989005843,-0.48681586076483746
@D_sNotHere,8,1.1842105263157894,1,30,0,medium,0,0.23303237146289243,0.35654843227343086
@cmunell,8,14.76923076923077,0,-1,0,high,0,0.5102495378302397,1.129681904675554
@Sharemarketinf,8,8.789473684210526,1,261,0,high,0,0.9398161615733661,0.49513272723596485
@FaisalOnAI,8,3.076923076923077,-4,98,0,medium,0,0.4137489521585978,0.3882728039332726
@johanabrahams2,8,3.651515151515152,125,46,0,medium,0,0.7891693125985888,0.23194574362782056
@jobaandthemouth,8,2.548387096774193,0,0,0,medium,0,0.19806056575794062,0.46765698883909734
@BusinessIdeaGod,8,32.0,0,0,0,high,3,0.9557525522957518,2.0602587328378688
@charlesBBM12,8,2.86,16,16,0,medium,0,0.30048110344973833,0.43476486085463434
@Wfinancenews,8,4.127272727272727,367,273,0,medium,7,2.196076085265682,-0.47697929572881154
@wkrauss687,8,14.166666666666666,41,42,0,high,0,0.7410825720570283,0.9672717796707776
@lamarlofton,8,8.6875,3,77,0,high,0,0.5374374483620168,0.7029545665687305
@laignel_pierre,8,1.175,2,0,0,medium,0,0.1701030276064616,0.3895337749390911
@labor_against,8,3.1052631578947367,3,11,0,medium,0,0.24778916353211058,0.4790002436182173
@ArgaamPlus,8,4.166666666666667,0,0,0,medium,0,0.23969351353959106,0.5551657739693693
@ArabCenterWDC,8,5.157894736842105,-1,33,0,high,0,0.33452489652631723,0.5717420303556424
@peaceinhand,8,5.466666666666667,0,0,0,high,0,0.2731381872060465,0.6254635289344849
@kArEn_Magnet_,8,8.428571428571429,31,0,0,high,0,0.46365282960250226,0.7258450319476862
@DailyFinanc,8,3.783783783783784,-6,0,12,medium,0,-0.21613538200096563,0.9457559336445694
@asset_wave,8,5.357142857142857,0,-366,0,high,0,-0.5395149873019616,1.0515664598120344
@skillexchange_x,8,7.6923076923076925,-1,8,0,high,0,0.3444102755489213,0.738300843259648
@thevoicetruth1,8,2.25,104,0,0,medium,0,0.5738914056713774,0.2509557093102879
@BreakingSignals,8,5.428571428571429,0,0,0,high,0,0.272158123508861,0.6234035214629796
@Brian9749576961,8,7.4,0,0,0,high,0,0.32287641983821097,0.7300089081133746
@adriananglin,8,1.2857142857142858,0,-6,11,medium,0,-0.23623186709796973,0.7728733153107178
@PiyushRala007,8,20.357142857142858,1779,2126,0,high,6,11.92053513804061,-4.509690609825223
@Great_GER_Again,8,9.5,4,28,0,high,0,0.45360734147424164,0.8028016179100238
@Randyleary047,8,3.75,-128,56,0,medium,0,-0.11912571997096592,0.7133825733967508
@ORFKolkata,8,31.666666666666668,0,19,0,high,3,0.989217635208202,2.019806116656721
@gaochuck197792,8,2.230769230769231,-2,1,0,medium,0,0.18472683907217533,0.45315838031425554
@vartha24,8,50.86666666666667,424,176,-8,high,3,3.6766569193550014,1.7885532414604512
@ErikSchreiber5,8,2.1627906976744184,0,0,0,medium,0,0.18814045365420812,0.44680578793190745
@tech_warfare,8,1.6875,0,2,0,medium,0,0.18033813630017195,0.4187435554161898
@HealthDailyNow,8,1.5471698113207548,33,2,0,medium,0,0.29841773878390176,0.34751405776085575
@Bernardoca53972,8,3.3389830508474576,0,0,0,medium,0,0.21839996859332544,0.5104086201128312
@orfonline,8,46.5,1,0,0,high,3,1.3324768676802203,2.8424205580377246
@AscendRebel,8,3.25,186,332,-15,medium,0,2.166420204077716,-0.7446539570944638
@InsideDashboard,8,7.542857142857143,14,224,0,high,0,0.8738146697538645,0.44632565512361994
@PPSDI_Official,8,4.785714285714286,0,4,0,medium,0,0.2644702097268184,0.5839193057380707
@PCadfael,8,4.125,12,38,0,medium,0,0.36695369711526055,0.4849153154846526
@Officialwfuture,8,4.95,53,150,0,medium,0,0.7871871089530255,0.31825357796370746
@mavi7377664576,8,17.625,0,42,0,high,0,0.6788635831945181,1.2333510972578605
@NoWar28052360,8,2.1739130434782608,8,-1,0,medium,0,0.21571449446603136,0.4331594792389206
@CozzyEnergySol,8,6.0,0,0,0,high,0,0.2868590789666436,0.6543036335355579
@coindoo,8,5.896551724137931,1,634,0,high,0,1.6907150553546313,-0.10159082936892957
@sandrinorusso74,8,8.866666666666667,593,99,-28,high,7,3.755382854451784,-1.3838399037248568
@CritMinJrnl,8,4.9375,9,78,0,medium,0,0.46530051730671873,0.48742107183071876
@dailystarnews,8,13.333333333333334,0,0,0,high,0,0.4755213406748537,1.0508550718003122
@rymondIncKenya,8,1.8888888888888888,6,16,0,medium,0,0.2386219399366352,0.40153702347835124
@iamanjiiii,8,1.84,146,18,0,medium,0,0.7580494121321179,0.12653994254723405
@FundedNext,8,4.727272727272728,-3,0,-78,medium,4,2.9980989304559764,-2.00693663369204
@republic,8,27.666666666666668,0,0,0,high,3,0.8442703067409006,1.8259328829541501
@indicanews1,8,3.7,8,5,0,medium,0,0.26825162477990155,0.508600546254821
@iiamguri9,8,1.0546218487394958,2,181,0,medium,0,0.5674985135221811,0.1693723714428378
@SUPERFRENCHBIGZ,8,12.5,2,60,0,high,0,0.5942175052048332,0.931111526428628
@VeedusM,8,1.1139240506329111,0,2,0,medium,0,0.16558193595439527,0.3877273234604274
@PriceVPartners,8,4.340425531914893,303,7,0,medium,0,1.3769863127209236,-0.028042111659799716
@JinJooWon,8,2.7857142857142856,0,0,-1,medium,0,0.23948730195988582,0.4471802102264831
@ET_Government,8,2.857142857142857,0,0,0,medium,0,0.20600382394883926,0.4843530171363775
@UofT_TCAIREM,8,5.375,26,20,0,high,0,0.4109100511986161,0.5467572030526405
@leanpub,8,12.5,0,9,0,high,0,0.4739964347918371,0.9951688316638045
@ErrolMarks34,8,5.967741935483871,116,16,0,high,0,0.7491900253669358,0.40996475134635746
@JulienceUS,8,2.0816326530612246,0,0,-33,medium,0,1.3516487428840223,-0.6568225149749656
@theengineerfeed,8,45.333333333333336,0,-27,0,high,3,1.23903288383193,2.813132077956688
@JeffBensonIOWA,8,5.733333333333333,26,-2,-1,high,0,0.40677123669974097,0.5587925984685845
@KellyDem4Life,8,7.6,31,49,0,high,0,0.5507570427612622,0.6232003963125345
@storj,8,3.4285714285714284,-2,0,-4,medium,0,0.3546140278932293,0.38586899488930143
@MaceNewsMacro,8,19.0,0,12,0,high,3,0.6478577989550863,1.3431164142569383
@StoreDapear,8,2.8823529411764706,0,0,0,medium,0,0.20665239551315323,0.4857162573748736
@XHeadlinec,8,6.7,5,84,0,high,0,0.5091694858858214,0.5833602951069583
@AVPac_US,8,2.2333333333333334,0,0,0,medium,0,0.18995528090742664,0.4506203947904796
@BarefootGenX,8,2.6296296296296298,1,3,0,medium,0,0.2104762322315218,0.46658048386284956
@michaelEdw24186,8,8.571428571428571,-42,69,0,high,0,0.3508093156231575,0.7929044994722726
@xuka5910,8,40.333333333333336,0,4,0,high,3,1.1789921471630442,2.506163777586377
@ActivistBowen2,8,7.761904761904762,10,18,0,high,0,0.4088907063796553,0.7090466392798415
@TalkMarkets,8,33.333333333333336,-1,19,0,high,3,1.028407851316833,2.1118599621768914
@KendallHarmon6,7,2.8,36,27,0,medium,0,0.27177263971140975,0.2100187946616136
@ioneras,7,14.076923076923077,9,4,0,high,0,0.41143463271898234,0.8990397655332514
@CobakOfficial,7,1.4074074074074074,0,0,0,medium,0,0.0434513611457553,0.2360114782895526
@CampbellAJ70,7,1.044776119402985,-12,24,0,medium,0,0.0429751838527484,0.21121480611117804
@designdelight24,7,5.411764705882353,43,-9,4,high,0,0.14383730853223525,0.5134863312697023
@MarketsAcross,7,6.4,0,1,0,high,0,0.17410681873722436,0.5048065045054495
@K13News,7,3.692307692307693,0,46,0,medium,0,0.20401684418646723,0.30526962842873157
@CNBCTV18News,7,12.375,-3,0,0,high,0,0.31454830703596826,0.8348717547006116
@ethosfantasyNBA,7,15.9,0,0,0,high,0,0.4162975379458694,1.0197012651228776
@CoSN,7,1.7105263157894737,30,0,0,medium,0,0.16187672119124177,0.19454713345560654
@moneyisbusiness,7,8.052631578947368,11,3,1,high,0,0.22629103957642346,0.6039086742819271
@onco404,7,2.085714285714286,101,15,0,medium,0,0.466536553875563,0.06020471178255597
@10WallStreet,7,5.363636363636363,12,12,3,high,0,0.11007150477470026,0.512569221091884
@ranttilwecant,7,2.6875,-4,8,0,medium,0,0.0793349231134383,0.3035036315754841
@Paradisiak,7,1.3703703703703705,17,63,0,medium,0,0.24458513482556668,0.1268588394556043
@JoyRichrez09,7,6.628571428571429,123,10,0,high,0,0.6534723775311495,0.2693351796936504
@1infinity_VC,7,2.457627118644068,0,-1,0,medium,0,0.06825735396137164,0.29398271256194347
@PouringPotions,7,2.212121212121212,1,3,94,medium,8,-3.2457036238984744,3.4052243569085836
@mzuhossain1,7,1.2244897959183674,9,-3,0,medium,0,0.06529563970074485,0.21230469702928823
@PopsicleProtect,7,1.0579710144927537,2,5,0,medium,0,0.05289999333393725,0.2073566124710702
@nareshitech,7,1.1176470588235294,0,8,0,medium,0,0.05369811390024548,0.21089945132353166
@ChetKincaid3,7,5.375,10,10,0,high,0,0.20452667381009246,0.41947066535976063
@ChrisArienti,7,3.583333333333333,1,40,0,medium,0,0.19162487557244356,0.3045306844174479
@financeweek101,7,7.0,-1,63,0,high,0,0.3230404984980852,0.4659955013529714
@RandomCryptoPal,7,4.571428571428571,33,0,-1,medium,0,0.28186202466535115,0.3101551352032283
@mitre_matos,7,2.676470588235294,-146,-246,10,medium,0,-1.3598118130736416,1.2096807324642838
@PubliusPR,7,1.564102564102564,2,17,0,medium,0,0.09247305704936232,0.22056100635251452
@8ananaRepublic,7,3.0476190476190474,3,29,0,medium,0,0.1608785530703444,0.28468916358473173
@AbujamiTamer,7,1.0576923076923077,106,56,0,medium,0,0.549246099158442,-0.0534246653543434
@AimforProfit,7,9.6,35,1,0,high,0,0.3854971418140293,0.6103489796482903
@Aikira_AI,7,2.793103448275862,7,22,0,medium,0,0.1535923393481529,0.27147488994129865
@AgentLexAI,7,6.827586206896552,0,0,0,high,0,0.1828945235786434,0.5291087099154003
@kardinal691,7,1.2236842105263157,35,27,0,medium,0,0.2275317097033837,0.12670772782953557
@kamate_divya,7,1.5543478260869563,-1,0,0,medium,0,0.04354407846494331,0.2458858288904515
@USTSKyleY,7,2.833333333333333,10,6,0,medium,0,0.13028738790553407,0.2867511315135302
@staffingly,7,4.75,0,4,0,medium,0,0.13829580568384922,0.4120412386634363
@spappasa,7,9.75,42,0,7,high,0,0.16570878974446562,0.839313076291192
@DennisGossen,7,3.0,9,-13,-20,medium,0,0.795268904540049,-0.34608612436778313
@ImCryptOpus,7,75.44444444444444,6,318,0,high,10,2.6739309145766543,3.852641288240246
@wlh9523,7,2.935483870967742,-1,-157,0,medium,0,-0.26831233593796977,0.5058934248933508
@_0b1d1,7,3.3548387096774195,25,6532,0,medium,5,14.638871142985531,-7.417249645582414
@DefenseMirror,7,4.407407407407407,24,37,0,medium,0,0.29100168798540843,0.30827791506684027
@startup_pragati,7,1.5384615384615383,-1,14,0,medium,0,0.07411269103096438,0.22850121101997317
@Archana05583518,7,17.0,-5,12,0,high,0,0.4527110073098148,1.0746618051419012
@SpideyBets,7,8.266666666666667,0,0,-13,high,0,0.6790915413848249,0.17389346030933248
@thenewslinker,7,5.3125,1,-96,0,high,0,-0.06481189834323207,0.5585697589245188
@SixmdC,7,13.375,1199,175,0,high,7,5.15995131572884,-1.635702003529041
@FIFAWorldCup,7,2.0535714285714284,0,0,-15,medium,0,0.5898914726585147,-0.2287014690481159
@FROMOTHERSIDEBY,7,1.9642857142857144,0,0,0,medium,0,0.05777798671919623,0.2661247819528754
@Stephen_hack5,7,29.5,5,12,0,high,3,0.8111701143811585,1.7313165703113798
@FlashStoX,7,14.909090909090908,0,35,0,high,0,0.46824802942625304,0.9248037523094199
@AHRCUSA,7,12.6,2,2,0,high,0,0.34319999201762613,0.8350352857984747
@FranciscoGaffn,7,1.603448275862069,0,0,6,medium,0,-0.16343174438251093,0.44647418410508083
@com20128859,7,8.333333333333334,47,309,0,high,0,1.0786617769145688,0.1551491049880542
@sandraAFRL,7,28.666666666666668,-3,-2,0,high,3,0.7292533419814762,1.718207619758144
@codemaster70,7,8.25,1,25,0,high,0,0.2784926993228075,0.5745875608390552
@t3rraco,7,1.9193548387096773,36,13,0,medium,0,0.2181392565756183,0.17892329859793912
@CourseMonster,7,5.275862068965517,0,0,0,high,0,0.14297382556828547,0.44519892282176105
@FieldLevelMedia,7,30.666666666666668,0,0,0,high,3,0.7961947285674015,1.8182116612650874
@Saur_energy,7,8.38888888888889,0,19,0,high,0,0.2651022859136172,0.5911089078522891
@rpujolvives,7,7.727272727272727,-3,-4,0,high,0,0.18612709059950655,0.5882665805262802
@Edwood771996,7,13.0,-1,2,0,high,0,0.3424279489083692,0.8624509201747308
@SecretShopper10,7,9.75,2,24,0,high,0,0.3185576127657311,0.6549522337985706
@DSWithDennis,7,1.127659574468085,0,0,0,medium,0,0.03625438039071397,0.22088405935725217
@DailyGuardian1,7,30.0,0,65,0,high,3,0.9228668568710512,1.7054356988108
@HerCyanideSmile,7,1.0491803278688523,0,-3,0,medium,0,0.027597374719664464,0.22018147093794221
@EUCUPdotCOM,7,4.315789473684211,0,-2,0,medium,0,0.11384902221023467,0.39564360375738417
@BslashyP,7,2.2857142857142856,1,33,0,medium,0,0.14275279894812726,0.2426244617950033
@super_spreaders,7,1.525,-1,-7,0,medium,0,0.027300399628855953,0.2525616213145998
@Dutch_Brat_NFT,7,2.793103448275862,0,0,0,medium,0,0.07910070875171281,0.3109432634719383
@Tien7397,7,53.0,0,37,0,high,3,1.452625686291061,2.982216337234883
@bullbearmarkett,7,2.5476190476190474,10,4,8,medium,0,-0.1640571999234933,0.540144213505447
@KlasfeldReports,6,2.6666666666666665,0,0,0,medium,0,-0.04940768319080369,0.13415935963865439
@BRAVENEWEUROPE1,6,3.375,0,40,0,medium,0,0.05732198725836773,0.12524672712937235
@JLBroomes,6,1.0465116279069768,4,-5,0,medium,0,-0.08740192435695697,0.04473707064836203
@ML_Chem,6,6.76,0,45,0,high,0,0.15547009853636096,0.30238927896523504
@MREXKO,6,1.4666666666666666,39,37,0,medium,0,0.14540418068267114,-0.04961780694476416
@OverUnderDaily1,6,4.25,10,210,0,medium,0,0.4928616288238672,-0.04739022251613723
@CapitalMarket17,6,5.333333333333333,0,0,0,high,0,0.01919677561218179,0.2783598826440196
@higherrisks,6,2.772727272727273,18,45,9,medium,0,-0.19862276470775292,0.3518560247807682
@GlobeWarReport,6,1.6878048780487804,5,143,0,medium,0,0.2602584484158978,-0.0972122065176622
@Recoverytheate,6,58.0,3,0,0,high,3,1.3851975489008495,3.120534656074531
@fortpapalia,6,3.4,31,11,0,medium,0,0.10811255096719774,0.10104605404984056
@CheperkaKathy,6,5.705882352941177,3,30,0,high,0,0.10622389230202493,0.2573080656963519
@indiacom,6,3.333333333333333,1,0,0,medium,0,-0.02856899784682239,0.1682809717481786
@echojobs__io,6,9.210526315789474,0,14,0,high,0,0.14992136182860302,0.4714942898412061
@GingerMEdwin,6,4.0,68,37,0,medium,0,0.3175179651993202,0.03144564929763774
@CIDC_Ops,6,2.810810810810811,0,0,0,medium,0,-0.04569933406631798,0.14195398250380928
@NewsCafe_eu,6,2.1052631578947367,-1,7,0,medium,0,-0.05204964085362689,0.0974670915615348
@NewsNetworkAll,6,7.153846153846154,0,1,0,high,0,0.06824517718736452,0.37562407305417556
@Newzjunkie_,6,1.2,-2,-1,0,medium,0,-0.09672794209590625,0.05988650668015224
@HelenSurin31953,6,5.433333333333334,35,15,0,high,0,0.18402439448537672,0.19856328863090505
@RickFreyta,6,6.133333333333334,-10,-3,0,high,0,-0.003735589010243929,0.3444464181962436
@Future_dividend,6,14.647058823529411,158,17,0,high,0,0.879059408212569,0.45722871380857866
@RksNews,6,23.0,0,25,0,high,3,0.5290179471067282,1.2041784122842
@Roberto05246129,6,5.313725490196078,8,172,49,high,8,-1.301962450869756,1.6910474330263883
@RobotAfro,6,1.5217391304347827,36,7,0,medium,0,0.06937834165765457,-0.0054422744154177015
@defiaddanews,6,6.851851851851852,0,7,0,high,0,0.07375186048059461,0.35221128747970626
@cryptoates_,6,4.742857142857143,18,660,0,medium,0,1.5307411426979036,-0.5673458598546248
